ID      x-pos       y-pos      z-pos      vm    |    x-pos       y-pos      z-pos      vm    |   vm_average
4518  -1979.795044  -273.648315  -14875.0  136.578064 | -1979.795044  -273.648315  -14875.0  114.360077 | 125.46907050000002
4519  -1979.795044  -273.648315  -15125.0  136.330704 | -1979.795044  -273.648315  -15125.0  116.128128 | 126.229416
4520  -1979.795044  -273.648315  -15375.0  136.903503 | -1979.795044  -273.648315  -15375.0  118.052795 | 127.478149
4521  -1979.795044  -273.648315  -15625.0  136.675812 | -1979.795044  -273.648315  -15625.0  120.041199 | 128.3585055
4522  -1979.795044  -273.648315  -15875.0  136.527039 | -1979.795044  -273.648315  -15875.0  121.543877 | 129.035458
4523  -1979.795044  -273.648315  -16125.0  135.663605 | -1979.795044  -273.648315  -16125.0  122.5578 | 129.1107025
4524  -1979.795044  -273.648315  -16375.0  134.556503 | -1979.795044  -273.648315  -16375.0  122.918587 | 128.737545
4525  -1979.795044  -273.648315  -16625.0  132.868805 | -1979.795044  -273.648315  -16625.0  122.701942 | 127.7853735
4526  -1979.795044  -273.648315  -16875.0  130.892395 | -1979.795044  -273.648315  -16875.0  121.919273 | 126.405834
4527  -1979.795044  -273.648315  -17125.0  128.517776 | -1979.795044  -273.648315  -17125.0  120.675926 | 124.596851
4528  -1979.795044  -273.648315  -17375.0  125.939545 | -1979.795044  -273.648315  -17375.0  119.043922 | 122.4917335
4529  -1979.795044  -273.648315  -17625.0  123.14959 | -1979.795044  -273.648315  -17625.0  117.126175 | 120.1378825
4530  -1979.795044  -273.648315  -17875.0  120.280914 | -1979.795044  -273.648315  -17875.0  115.004211 | 117.6425625
4531  -1979.795044  -273.648315  -18125.0  117.363708 | -1979.795044  -273.648315  -18125.0  112.764992 | 115.06435
4532  -1979.795044  -273.648315  -18375.0  114.489029 | -1979.795044  -273.648315  -18375.0  110.479675 | 112.484352
4533  -1979.795044  -273.648315  -18625.0  111.69558 | -1979.795044  -273.648315  -18625.0  108.215424 | 109.955502
4534  -1979.795044  -273.648315  -18875.0  109.044548 | -1979.795044  -273.648315  -18875.0  106.02655 | 107.535549
4535  -1979.795044  -273.648315  -19125.0  106.569702 | -1979.795044  -273.648315  -19125.0  103.960342 | 105.265022
4536  -1979.795044  -273.648315  -19375.0  104.309578 | -1979.795044  -273.648315  -19375.0  102.052803 | 103.1811905
4537  -1979.795044  -273.648315  -19625.0  102.286545 | -1979.795044  -273.648315  -19625.0  100.331978 | 101.3092615
4538  -1979.795044  -273.648315  -19875.0  100.519852 | -1979.795044  -273.648315  -19875.0  98.815239 | 99.6675455
4539  -1979.795044  -273.648315  -20125.0  99.016396 | -1979.795044  -273.648315  -20125.0  97.511078 | 98.26373699999999
4540  -1979.795044  -273.648315  -20375.0  97.776237 | -1979.795044  -273.648315  -20375.0  96.417099 | 97.096668
4541  -1979.795044  -273.648315  -20625.0  96.786995 | -1979.795044  -273.648315  -20625.0  95.520576 | 96.1537855
4542  -1979.795044  -273.648315  -20875.0  96.027206 | -1979.795044  -273.648315  -20875.0  94.797081 | 95.41214350000001
4543  -1979.795044  -273.648315  -21125.0  95.461685 | -1979.795044  -273.648315  -21125.0  94.209785 | 94.835735
4544  -1979.795044  -273.648315  -21375.0  95.043968 | -1979.795044  -273.648315  -21375.0  93.709167 | 94.3765675
4545  -1979.795044  -273.648315  -21625.0  94.713974 | -1979.795044  -273.648315  -21625.0  93.231392 | 93.97268299999999
4546  -1979.795044  -273.648315  -21875.0  94.396942 | -1979.795044  -273.648315  -21875.0  92.698914 | 93.547928
4547  -1979.795044  -273.648315  -22125.0  94.009239 | -1979.795044  -273.648315  -22125.0  92.01931 | 93.0142745
4548  -1979.795044  -273.648315  -22375.0  93.446236 | -1979.795044  -273.648315  -22375.0  91.085869 | 92.2660525
4549  -1979.795044  -273.648315  -22625.0  92.609238 | -1979.795044  -273.648315  -22625.0  89.779762 | 91.1945
4550  -1979.795044  -273.648315  -22875.0  91.365791 | -1979.795044  -273.648315  -22875.0  87.968964 | 89.6673775
4551  -1979.795044  -273.648315  -23125.0  89.625465 | -1979.795044  -273.648315  -23125.0  85.519363 | 87.57241400000001
4552  -1979.795044  -273.648315  -23375.0  87.238441 | -1979.795044  -273.648315  -23375.0  82.290878 | 84.7646595
4553  -1979.795044  -273.648315  -23625.0  84.176994 | -1979.795044  -273.648315  -23625.0  78.163361 | 81.1701775
4554  -1979.795044  -273.648315  -23875.0  80.300262 | -1979.795044  -273.648315  -23875.0  73.03862 | 76.669441
4555  -1979.795044  -273.648315  -24125.0  75.754715 | -1979.795044  -273.648315  -24125.0  66.867676 | 71.3111955
4556  -1979.795044  -273.648315  -24375.0  70.450005 | -1979.795044  -273.648315  -24375.0  59.723621 | 65.086813
4557  -1979.795044  -273.648315  -24625.0  64.878067 | -1979.795044  -273.648315  -24625.0  51.706184 | 58.2921255
4558  -1979.795044  -273.648315  -24875.0  59.005905 | -1979.795044  -273.648315  -24875.0  43.414959 | 51.210432
4559  -1979.795044  -273.648315  -25125.0  53.695492 | -1979.795044  -273.648315  -25125.0  35.344444 | 44.519968000000006
4560  -1979.795044  -273.648315  -25375.0  48.471294 | -1979.795044  -273.648315  -25375.0  29.44655 | 38.958922
4561  -1979.795044  -273.648315  -25625.0  44.194454 | -1979.795044  -273.648315  -25625.0  25.94631 | 35.070382
4562  -1979.795044  -273.648315  -25875.0  36.628723 | -1979.795044  -273.648315  -25875.0  24.60553 | 30.6171265
10087  -1979.795044  -273.648315  -124.999992  37.401875 | -1979.795044  -273.648315  -124.999992  35.874744 | 36.6383095
10088  -1979.795044  -273.648315  -375.0  44.681606 | -1979.795044  -273.648315  -375.0  36.416771 | 40.5491885
10089  -1979.795044  -273.648315  -625.0  48.630901 | -1979.795044  -273.648315  -625.0  39.857262 | 44.2440815
10090  -1979.795044  -273.648315  -875.0  54.748226 | -1979.795044  -273.648315  -875.0  44.526665 | 49.6374455
10091  -1979.795044  -273.648315  -1125.0  61.003521 | -1979.795044  -273.648315  -1125.0  52.53492 | 56.7692205
10092  -1979.795044  -273.648315  -1375.0  68.351227 | -1979.795044  -273.648315  -1375.0  60.958347 | 64.654787
10093  -1979.795044  -273.648315  -1625.0  75.148346 | -1979.795044  -273.648315  -1625.0  69.51783 | 72.333088
10094  -1979.795044  -273.648315  -1875.0  81.671684 | -1979.795044  -273.648315  -1875.0  77.131577 | 79.4016305
10095  -1979.795044  -273.648315  -2125.0  87.116447 | -1979.795044  -273.648315  -2125.0  83.752518 | 85.4344825
10096  -1979.795044  -273.648315  -2375.0  91.71537 | -1979.795044  -273.648315  -2375.0  89.153976 | 90.434673
10097  -1979.795044  -273.648315  -2625.0  95.207794 | -1979.795044  -273.648315  -2625.0  93.405922 | 94.306858
10098  -1979.795044  -273.648315  -2875.0  97.818085 | -1979.795044  -273.648315  -2875.0  96.571434 | 97.1947595
10099  -1979.795044  -273.648315  -3125.0  99.54277 | -1979.795044  -273.648315  -3125.0  98.790192 | 99.166481
10100  -1979.795044  -273.648315  -3375.0  100.583145 | -1979.795044  -273.648315  -3375.0  100.205223 | 100.394184
10101  -1979.795044  -273.648315  -3625.0  101.032478 | -1979.795044  -273.648315  -3625.0  100.972183 | 101.0023305
10102  -1979.795044  -273.648315  -3875.0  101.057953 | -1979.795044  -273.648315  -3875.0  101.23822 | 101.1480865
10103  -1979.795044  -273.648315  -4125.0  100.774384 | -1979.795044  -273.648315  -4125.0  101.142845 | 100.9586145
10104  -1979.795044  -273.648315  -4375.0  100.311943 | -1979.795044  -273.648315  -4375.0  100.81086 | 100.5614015
10105  -1979.795044  -273.648315  -4625.0  99.774971 | -1979.795044  -273.648315  -4625.0  100.354553 | 100.064762
10106  -1979.795044  -273.648315  -4875.0  99.259056 | -1979.795044  -273.648315  -4875.0  99.869202 | 99.56412900000001
10107  -1979.795044  -273.648315  -5125.0  98.845642 | -1979.795044  -273.648315  -5125.0  99.437401 | 99.1415215
10108  -1979.795044  -273.648315  -5375.0  98.599121 | -1979.795044  -273.648315  -5375.0  99.125259 | 98.86219
10109  -1979.795044  -273.648315  -5625.0  98.57505 | -1979.795044  -273.648315  -5625.0  98.987068 | 98.781059
10110  -1979.795044  -273.648315  -5875.0  98.810867 | -1979.795044  -273.648315  -5875.0  99.06308 | 98.9369735
10111  -1979.795044  -273.648315  -6125.0  99.337814 | -1979.795044  -273.648315  -6125.0  99.38308 | 99.360447
10112  -1979.795044  -273.648315  -6375.0  100.171539 | -1979.795044  -273.648315  -6375.0  99.965935 | 100.068737
10113  -1979.795044  -273.648315  -6625.0  101.32235 | -1979.795044  -273.648315  -6625.0  100.820953 | 101.0716515
10114  -1979.795044  -273.648315  -6875.0  102.788597 | -1979.795044  -273.648315  -6875.0  101.948898 | 102.3687475
10115  -1979.795044  -273.648315  -7124.999512  104.564697 | -1979.795044  -273.648315  -7124.999512  103.343025 | 103.95386099999999
10116  -1979.795044  -273.648315  -7375.0  106.63562 | -1979.795044  -273.648315  -7375.0  104.989891 | 105.81275550000001
10117  -1979.795044  -273.648315  -7625.0  108.983452 | -1979.795044  -273.648315  -7625.0  106.868729 | 107.9260905
10118  -1979.795044  -273.648315  -7875.0  111.580437 | -1979.795044  -273.648315  -7875.0  108.952286 | 110.2663615
10119  -1979.795044  -273.648315  -8125.0  114.399864 | -1979.795044  -273.648315  -8125.0  111.206696 | 112.80328
10120  -1979.795044  -273.648315  -8375.0  117.399658 | -1979.795044  -273.648315  -8375.0  113.591942 | 115.4958
10121  -1979.795044  -273.648315  -8625.0  120.546005 | -1979.795044  -273.648315  -8625.0  116.058449 | 118.30222699999999
10122  -1979.795044  -273.648315  -8875.0  123.77742 | -1979.795044  -273.648315  -8875.0  118.551895 | 121.1646575
10123  -1979.795044  -273.648315  -9125.0  127.059029 | -1979.795044  -273.648315  -9125.0  121.006432 | 124.0327305
10124  -1979.795044  -273.648315  -9375.0  130.300446 | -1979.795044  -273.648315  -9375.0  123.354111 | 126.8272785
10125  -1979.795044  -273.648315  -9625.0  133.477585 | -1979.795044  -273.648315  -9625.0  125.51049 | 129.4940375
10126  -1979.795044  -273.648315  -9875.0  136.458237 | -1979.795044  -273.648315  -9875.0  127.400047 | 131.929142
10127  -1979.795044  -273.648315  -10125.0  139.258408 | -1979.795044  -273.648315  -10125.0  128.924393 | 134.09140050000002
10128  -1979.795044  -273.648315  -10375.0  141.681961 | -1979.795044  -273.648315  -10375.0  130.018936 | 135.8504485
10129  -1979.795044  -273.648315  -10625.0  143.84639 | -1979.795044  -273.648315  -10625.0  130.583755 | 137.21507250000002
10130  -1979.795044  -273.648315  -10875.0  145.454422 | -1979.795044  -273.648315  -10875.0  130.615616 | 138.03501899999998
10131  -1979.795044  -273.648315  -11125.0  146.844788 | -1979.795044  -273.648315  -11125.0  130.04277 | 138.443779
10132  -1979.795044  -273.648315  -11375.0  147.534637 | -1979.795044  -273.648315  -11375.0  129.031021 | 138.282829
10133  -1979.795044  -273.648315  -11625.0  148.30011 | -1979.795044  -273.648315  -11625.0  127.582031 | 137.9410705
10134  -1979.795044  -273.648315  -11875.0  148.242722 | -1979.795044  -273.648315  -11875.0  126.215958 | 137.22933999999998
10135  -1979.795044  -273.648315  -12125.0  148.922668 | -1979.795044  -273.648315  -12125.0  125.016251 | 136.9694595
10136  -1979.795044  -273.648315  -12374.99902  148.357788 | -1979.795044  -273.648315  -12374.99902  124.957306 | 136.657547
10137  -1979.795044  -273.648315  -12625.0  149.615417 | -1979.795044  -273.648315  -12625.0  126.050255 | 137.83283600000001
10138  -1979.795044  -273.648315  -12875.0  147.61467 | -1979.795044  -273.648315  -12875.0  129.741974 | 138.67832199999998
10139  -1979.795044  -273.648315  -13125.0  148.018799 | -1979.795044  -273.648315  -13125.0  132.853317 | 140.436058
10140  -1979.795044  -273.648315  -13375.0  138.651382 | -1979.795044  -273.648315  -13375.0  131.180313 | 134.9158475
817  -1974.679565  289.41333  -26125.0  74.650185 | -1974.679565  289.41333  -26125.0  83.414864 | 79.0325245
818  -1974.679565  289.41333  -26375.0  70.317596 | -1974.679565  289.41333  -26375.0  68.801498 | 69.559547
819  -1974.679565  289.41333  -26625.0  59.84322 | -1974.679565  289.41333  -26625.0  64.364723 | 62.1039715
820  -1974.679565  289.41333  -26875.0  53.036266 | -1974.679565  289.41333  -26875.0  54.366611 | 53.701438499999995
821  -1974.679565  289.41333  -27125.0  45.099892 | -1974.679565  289.41333  -27125.0  47.129196 | 46.114543999999995
822  -1974.679565  289.41333  -27375.0  39.207287 | -1974.679565  289.41333  -27375.0  39.431866 | 39.3195765
823  -1974.679565  289.41333  -27625.0  33.439541 | -1974.679565  289.41333  -27625.0  33.329449 | 33.384495
824  -1974.679565  289.41333  -27875.0  29.484802 | -1974.679565  289.41333  -27875.0  27.646118 | 28.56546
825  -1974.679565  289.41333  -28125.0  26.281166 | -1974.679565  289.41333  -28125.0  23.433998 | 24.857582
826  -1974.679565  289.41333  -28375.0  24.495377 | -1974.679565  289.41333  -28375.0  19.935751 | 22.215564
827  -1974.679565  289.41333  -28625.0  23.299959 | -1974.679565  289.41333  -28625.0  17.554182 | 20.4270705
828  -1974.679565  289.41333  -28875.0  22.72497 | -1974.679565  289.41333  -28875.0  15.835159 | 19.2800645
829  -1974.679565  289.41333  -29125.0  22.292694 | -1974.679565  289.41333  -29125.0  14.933727 | 18.6132105
830  -1974.679565  289.41333  -29375.0  21.693497 | -1974.679565  289.41333  -29375.0  15.022315 | 18.357906
831  -1974.679565  289.41333  -29625.0  20.728849 | -1974.679565  289.41333  -29625.0  15.279103 | 18.003976
832  -1974.679565  289.41333  -29875.0  19.232077 | -1974.679565  289.41333  -29875.0  16.78528 | 18.008678500000002
4263  -1974.679565  289.41333  -13625.0  138.548828 | -1974.679565  289.41333  -13625.0  147.481812 | 143.01531999999997
4264  -1974.679565  289.41333  -13875.0  127.672836 | -1974.679565  289.41333  -13875.0  129.623886 | 128.648361
4265  -1974.679565  289.41333  -14125.0  115.718971 | -1974.679565  289.41333  -14125.0  126.620544 | 121.1697575
4266  -1974.679565  289.41333  -14375.0  107.297447 | -1974.679565  289.41333  -14375.0  116.093765 | 111.695606
4267  -1974.679565  289.41333  -14625.0  97.286804 | -1974.679565  289.41333  -14625.0  109.031853 | 103.1593285
4268  -1974.679565  289.41333  -14875.0  91.142906 | -1974.679565  289.41333  -14875.0  101.433258 | 96.288082
4269  -1974.679565  289.41333  -15125.0  85.39283 | -1974.679565  289.41333  -15125.0  95.861305 | 90.62706750000001
4270  -1974.679565  289.41333  -15375.0  82.963264 | -1974.679565  289.41333  -15375.0  91.143013 | 87.05313849999999
4271  -1974.679565  289.41333  -15625.0  82.176987 | -1974.679565  289.41333  -15625.0  88.462814 | 85.31990049999999
4272  -1974.679565  289.41333  -15875.0  83.976288 | -1974.679565  289.41333  -15875.0  87.189186 | 85.58273700000001
4273  -1974.679565  289.41333  -16125.0  87.165016 | -1974.679565  289.41333  -16125.0  87.543625 | 87.3543205
4274  -1974.679565  289.41333  -16375.0  91.715233 | -1974.679565  289.41333  -16375.0  89.019508 | 90.36737049999999
4275  -1974.679565  289.41333  -16625.0  96.825645 | -1974.679565  289.41333  -16625.0  91.42363 | 94.1246375
4276  -1974.679565  289.41333  -16875.0  102.306152 | -1974.679565  289.41333  -16875.0  94.372063 | 98.3391075
4277  -1974.679565  289.41333  -17125.0  107.73037 | -1974.679565  289.41333  -17125.0  97.635666 | 102.683018
4278  -1974.679565  289.41333  -17375.0  112.97773 | -1974.679565  289.41333  -17375.0  100.981438 | 106.97958399999999
4279  -1974.679565  289.41333  -17625.0  117.848915 | -1974.679565  289.41333  -17625.0  104.255463 | 111.052189
4280  -1974.679565  289.41333  -17875.0  122.290222 | -1974.679565  289.41333  -17875.0  107.335007 | 114.8126145
4281  -1974.679565  289.41333  -18125.0  126.214943 | -1974.679565  289.41333  -18125.0  110.134041 | 118.174492
4282  -1974.679565  289.41333  -18375.0  129.605789 | -1974.679565  289.41333  -18375.0  112.592056 | 121.09892249999999
4283  -1974.679565  289.41333  -18625.0  132.426758 | -1974.679565  289.41333  -18625.0  114.664894 | 123.545826
4284  -1974.679565  289.41333  -18875.0  134.67662 | -1974.679565  289.41333  -18875.0  116.322151 | 125.49938550000002
4285  -1974.679565  289.41333  -19125.0  136.339111 | -1974.679565  289.41333  -19125.0  117.542183 | 126.940647
4286  -1974.679565  289.41333  -19375.0  137.418076 | -1974.679565  289.41333  -19375.0  118.306244 | 127.86216000000002
4287  -1974.679565  289.41333  -19625.0  137.901138 | -1974.679565  289.41333  -19625.0  118.603851 | 128.2524945
4288  -1974.679565  289.41333  -19875.0  137.792038 | -1974.679565  289.41333  -19875.0  118.417519 | 128.1047785
4289  -1974.679565  289.41333  -20125.0  137.074005 | -1974.679565  289.41333  -20125.0  117.742233 | 127.408119
4290  -1974.679565  289.41333  -20375.0  135.748856 | -1974.679565  289.41333  -20375.0  116.555855 | 126.1523555
4291  -1974.679565  289.41333  -20625.0  133.790939 | -1974.679565  289.41333  -20625.0  114.857079 | 124.324009
4292  -1974.679565  289.41333  -20875.0  131.201096 | -1974.679565  289.41333  -20875.0  112.615746 | 121.908421
4293  -1974.679565  289.41333  -21125.0  127.942612 | -1974.679565  289.41333  -21125.0  109.835899 | 118.88925549999999
4294  -1974.679565  289.41333  -21375.0  124.018707 | -1974.679565  289.41333  -21375.0  106.47773 | 115.24821850000001
4295  -1974.679565  289.41333  -21625.0  119.381439 | -1974.679565  289.41333  -21625.0  102.556183 | 110.968811
4296  -1974.679565  289.41333  -21875.0  114.043694 | -1974.679565  289.41333  -21875.0  98.02211 | 106.032902
4297  -1974.679565  289.41333  -22125.0  107.948669 | -1974.679565  289.41333  -22125.0  92.913002 | 100.4308355
4298  -1974.679565  289.413361  -22375.0  101.132614 | -1974.679565  289.413361  -22375.0  87.175186 | 94.1539
4299  -1974.679565  289.413361  -22625.0  93.539063 | -1974.679565  289.413361  -22625.0  80.892654 | 87.2158585
4300  -1974.679565  289.413361  -22875.0  85.254601 | -1974.679565  289.413361  -22875.0  74.025826 | 79.64021349999999
4301  -1974.679565  289.413361  -23125.0  76.252083 | -1974.679565  289.413361  -23125.0  66.758736 | 71.5054095
4302  -1974.679565  289.413361  -23375.0  66.730247 | -1974.679565  289.413361  -23375.0  59.136654 | 62.933450500000006
4303  -1974.679565  289.413361  -23625.0  56.797798 | -1974.679565  289.413361  -23625.0  51.582592 | 54.190195
4304  -1974.679565  289.413361  -23875.0  46.952805 | -1974.679565  289.413361  -23875.0  44.492508 | 45.7226565
4305  -1974.679565  289.413361  -24125.0  37.930107 | -1974.679565  289.413361  -24125.0  38.859444 | 38.3947755
4306  -1974.679565  289.413361  -24375.0  31.23126 | -1974.679565  289.413361  -24375.0  35.984261 | 33.6077605
4307  -1974.679565  289.413361  -24625.0  29.495872 | -1974.679565  289.413361  -24625.0  36.694675 | 33.0952735
4308  -1974.679565  289.413361  -24875.0  32.867355 | -1974.679565  289.413361  -24875.0  41.595116 | 37.2312355
4309  -1974.679565  289.413361  -25125.0  41.489433 | -1974.679565  289.413361  -25125.0  48.285969 | 44.887701
4310  -1974.679565  289.413361  -25375.0  49.859001 | -1974.679565  289.413361  -25375.0  58.341385 | 54.100193000000004
4311  -1974.679565  289.413361  -25625.0  63.69244 | -1974.679565  289.413361  -25625.0  64.442047 | 64.0672435
4312  -1974.679565  289.41333  -25875.0  67.999779 | -1974.679565  289.41333  -25875.0  76.771378 | 72.38557850000001
9817  -1974.679565  289.41333  -124.999985  100.915588 | -1974.679565  289.41333  -124.999985  113.844757 | 107.3801725
9818  -1974.679565  289.41333  -375.0  100.168602 | -1974.679565  289.41333  -375.0  98.215881 | 99.1922415
9819  -1974.679565  289.41333  -624.999939  81.871231 | -1974.679565  289.41333  -624.999939  90.253105 | 86.062168
9820  -1974.679565  289.41333  -875.0  71.022049 | -1974.679565  289.41333  -875.0  75.203003 | 73.112526
9821  -1974.679565  289.41333  -1125.0  57.235554 | -1974.679565  289.41333  -1125.0  64.044205 | 60.639879500000006
9822  -1974.679565  289.41333  -1375.000122  46.186783 | -1974.679565  289.41333  -1375.000122  52.529709 | 49.358245999999994
9823  -1974.679565  289.41333  -1625.0  36.705288 | -1974.679565  289.41333  -1625.0  44.329689 | 40.5174885
9824  -1974.679565  289.41333  -1874.999756  32.793736 | -1974.679565  289.41333  -1874.999756  39.183643 | 35.9886895
9825  -1974.679565  289.41333  -2125.0  34.986137 | -1974.679565  289.41333  -2125.0  38.99934 | 36.9927385
9826  -1974.679565  289.41333  -2375.000244  42.142429 | -1974.679565  289.41333  -2375.000244  42.798561 | 42.470495
9827  -1974.679565  289.41333  -2624.999756  51.634892 | -1974.679565  289.41333  -2624.999756  49.183788 | 50.40934
9828  -1974.679565  289.41333  -2874.999512  61.799183 | -1974.679565  289.41333  -2874.999512  56.831005 | 59.315094
9829  -1974.679565  289.41333  -3124.999756  71.989113 | -1974.679565  289.41333  -3124.999756  64.75827 | 68.3736915
9830  -1974.679565  289.41333  -3375.000244  81.702019 | -1974.679565  289.41333  -3375.000244  72.6427 | 77.1723595
9831  -1974.679565  289.41333  -3625.000244  90.876289 | -1974.679565  289.41333  -3625.000244  80.105637 | 85.490963
9832  -1974.679565  289.41333  -3875.000244  99.324829 | -1974.679565  289.41333  -3875.000244  87.13591 | 93.2303695
9833  -1974.679565  289.41333  -4125.0  107.098999 | -1974.679565  289.41333  -4125.0  93.574425 | 100.336712
9834  -1974.679565  289.41333  -4375.0  114.120842 | -1974.679565  289.41333  -4375.0  99.476151 | 106.7984965
9835  -1974.679565  289.41333  -4625.0  120.459099 | -1974.679565  289.41333  -4625.0  104.770515 | 112.614807
9836  -1974.679565  289.41333  -4875.0  126.083427 | -1974.679565  289.41333  -4875.0  109.519066 | 117.80124649999999
9837  -1974.679565  289.41333  -5124.999512  131.056183 | -1974.679565  289.41333  -5124.999512  113.692024 | 122.3741035
9838  -1974.679565  289.41333  -5374.999512  135.369232 | -1974.679565  289.41333  -5374.999512  117.34272 | 126.355976
9839  -1974.679565  289.41333  -5625.0  139.073059 | -1974.679565  289.41333  -5625.0  120.460968 | 129.7670135
9840  -1974.679565  289.41333  -5875.000488  142.168045 | -1974.679565  289.41333  -5875.000488  123.088615 | 132.62833
9841  -1974.679565  289.41333  -6125.000977  144.692245 | -1974.679565  289.41333  -6125.000977  125.224625 | 134.958435
9842  -1974.679565  289.41333  -6375.000488  146.64856 | -1974.679565  289.41333  -6375.000488  126.900505 | 136.7745325
9843  -1974.679565  289.41333  -6625.0  148.062515 | -1974.679565  289.41333  -6625.0  128.11937 | 138.09094249999998
9844  -1974.679565  289.41333  -6875.000488  148.93634 | -1974.679565  289.41333  -6875.000488  128.903015 | 138.9196775
9845  -1974.679565  289.41333  -7124.999512  149.286118 | -1974.679565  289.41333  -7124.999512  129.256287 | 139.2712025
9846  -1974.679565  289.41333  -7374.999023  149.109955 | -1974.679565  289.41333  -7374.999023  129.195572 | 139.1527635
9847  -1974.679565  289.41333  -7625.0  148.41893 | -1974.679565  289.41333  -7625.0  128.727142 | 138.573036
9848  -1974.679565  289.41333  -7875.0  147.207672 | -1974.679565  289.41333  -7875.0  127.865288 | 137.53648
9849  -1974.679565  289.41333  -8124.999023  145.486801 | -1974.679565  289.41333  -8124.999023  126.62088 | 136.0538405
9850  -1974.679565  289.41333  -8374.999023  143.250092 | -1974.679565  289.41333  -8374.999023  125.012833 | 134.1314625
9851  -1974.679565  289.41333  -8625.0  140.515594 | -1974.679565  289.41333  -8625.0  123.061897 | 131.7887455
9852  -1974.679565  289.41333  -8875.000977  137.282745 | -1974.679565  289.41333  -8875.000977  120.800957 | 129.041851
9853  -1974.679565  289.41333  -9125.0  133.59317 | -1974.679565  289.41333  -9125.0  118.271912 | 125.93254099999999
9854  -1974.679565  289.41333  -9374.999023  129.460495 | -1974.679565  289.41333  -9374.999023  115.539009 | 122.499752
9855  -1974.679565  289.413361  -9625.0  124.980141 | -1974.679565  289.413361  -9625.0  112.679008 | 118.8295745
9856  -1974.679565  289.413361  -9875.0  120.196045 | -1974.679565  289.413361  -9875.0  109.814049 | 115.00504699999999
9857  -1974.679565  289.413361  -10125.0  115.312378 | -1974.679565  289.413361  -10125.0  107.073402 | 111.19289
9858  -1974.679565  289.413361  -10375.0  110.419533 | -1974.679565  289.413361  -10375.0  104.671371 | 107.545452
9859  -1974.679565  289.413361  -10624.99902  105.922676 | -1974.679565  289.413361  -10624.99902  102.784103 | 104.35338949999999
9860  -1974.679565  289.413361  -10875.00097  101.934799 | -1974.679565  289.413361  -10875.00097  101.744629 | 101.839714
9861  -1974.679565  289.413361  -11125.00097  99.173386 | -1974.679565  289.413361  -11125.00097  101.675735 | 100.4245605
9862  -1974.679565  289.413361  -11375.0  97.55545 | -1974.679565  289.413361  -11375.0  103.020187 | 100.2878185
9863  -1974.679565  289.413361  -11625.0  98.173515 | -1974.679565  289.413361  -11625.0  105.5485 | 101.8610075
9864  -1974.679565  289.413361  -11875.0  100.119255 | -1974.679565  289.413361  -11875.0  109.856766 | 104.9880105
9865  -1974.679565  289.413361  -12125.0  105.070541 | -1974.679565  289.413361  -12125.0  114.888855 | 109.97969800000001
9866  -1974.679565  289.413361  -12374.99902  110.366089 | -1974.679565  289.413361  -12374.99902  121.753212 | 116.0596505
9867  -1974.679565  289.413361  -12625.0  119.430397 | -1974.679565  289.413361  -12625.0  128.143936 | 123.7871665
9868  -1974.679565  289.413361  -12874.99902  127.297829 | -1974.679565  289.413361  -12874.99902  137.805511 | 132.55167
9869  -1974.679565  289.413361  -13124.99804  138.047226 | -1974.679565  289.413361  -13124.99804  140.189056 | 139.11814099999998
9870  -1974.679565  289.41333  -13374.99902  150.08287 | -1974.679565  289.41333  -13374.99902  157.992874 | 154.037872
801  -1954.577148  403.420013  -26125.0  69.203056 | -1954.577148  403.420013  -26125.0  76.838402 | 73.020729
802  -1954.577148  403.420013  -26375.0  71.795357 | -1954.577148  403.420013  -26375.0  67.752739 | 69.774048
803  -1954.577148  403.420013  -26625.0  60.114048 | -1954.577148  403.420013  -26625.0  62.307587 | 61.2108175
804  -1954.577148  403.420013  -26875.0  54.537964 | -1954.577148  403.420013  -26875.0  52.785164 | 53.661564
805  -1954.577148  403.420013  -27125.0  47.707912 | -1954.577148  403.420013  -27125.0  46.389568 | 47.048739999999995
806  -1954.577148  403.420013  -27375.0  42.342113 | -1954.577148  403.420013  -27375.0  39.419022 | 40.8805675
807  -1954.577148  403.420013  -27625.0  37.087921 | -1954.577148  403.420013  -27625.0  33.994358 | 35.5411395
808  -1954.577148  403.420013  -27875.0  32.795815 | -1954.577148  403.420013  -27875.0  28.991066 | 30.893440499999997
809  -1954.577148  403.420013  -28125.0  28.981829 | -1954.577148  403.420013  -28125.0  25.102676 | 27.0422525
810  -1954.577148  403.420013  -28375.0  25.849682 | -1954.577148  403.420013  -28375.0  21.709738 | 23.77971
811  -1954.577148  403.420013  -28625.0  23.189156 | -1954.577148  403.420013  -28625.0  19.063421 | 21.1262885
812  -1954.577148  403.420013  -28875.0  21.153545 | -1954.577148  403.420013  -28875.0  16.873558 | 19.0135515
813  -1954.577148  403.420013  -29125.0  19.591944 | -1954.577148  403.420013  -29125.0  15.644575 | 17.6182595
814  -1954.577148  403.420013  -29375.0  18.930017 | -1954.577148  403.420013  -29375.0  15.689604 | 17.309810499999998
815  -1954.577148  403.420013  -29625.0  19.916025 | -1954.577148  403.420013  -29625.0  16.873386 | 18.3947055
816  -1954.577148  403.420013  -29875.0  16.599764 | -1954.577148  403.420013  -29875.0  17.034502 | 16.817133
4213  -1954.577148  403.420013  -13625.0  126.723915 | -1954.577148  403.420013  -13625.0  138.613632 | 132.6687735
